Nodes,Groups,Reduction
8,2,0
8,2,-50.00
8,4,0
8,3,-12.50
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
32,3,4.87
32,3,13.46
32,3,0
32,3,-13.33
16,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
20,3,40.81
16,2,0
24,2,12.50
8,2,0
8,2,0
16,2,0
8,2,0
24,2,26.19
24,2,12.50
8,2,0
8,2,0
16,2,0
16,2,0
16,2,0
8,2,0
16,2,0
8,2,0
16,2,0
205,5,1.59
64,2,-3.10
32,2,-83.33
32,2,0
24,2,12.50
16,2,0
8,2,0
160,6,.21
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
205,5,5.94
64,7,-2.32
512,7,10.67
16,2,0
55,5,-50.00
205,7,3.30
282,7,20.97
24,2,51.61
8,2,0
8,2,0
8,2,-50.00
8,3,-10.00
8,3,14.28
8,4,18.18
8,2,0
8,2,0
8,3,0
8,2,0
8,2,0
8,3,0
8,2,0
8,3,-12.50
8,2,0
8,2,0
8,3,14.28
8,2,-50.00
8,3,-12.50
8,2,0
8,2,0
8,2,-50.00
8,2,-50.00
8,2,0
20,5,44.44
4,2,0
4,2,0
20,2,-47.22
5,2,0
4,2,0
8,3,-10.00
8,2,-50.00
8,3,-12.50
4,2,0
8,2,0
8,2,0
8,2,-50.00
8,2,-50.00
8,2,-50.00
8,2,0
8,3,14.28
4,2,0
32,2,-187.50
100,5,11.03
8,3,12.50
8,2,0
60,2,38.20
8,2,0
8,4,0
8,2,-50.00
8,2,0
8,2,0
8,3,15.38
8,2,-50.00
8,2,-50.00
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,-50.00
8,2,0
8,3,14.28
8,2,0
8,2,-50.00
8,2,-50.00
8,3,-12.50
4,2,0
4,2,0
32,2,0
4,2,0
24,3,3.57
14,2,25.00
32,3,13.25
32,2,-7.84
32,2,0
32,2,0
276,7,22.56
64,4,21.14
32,2,-9.52
64,5,-4.41
128,9,18.39
256,7,20.25
4,2,0
84,7,24.37
64,7,18.82
205,4,17.53
32,2,-187.50
6,2,22.22
24,2,41.02
32,2,-28.57
16,2,0
32,2,-28.57
260,6,-5.84
192,10,31.98
4,2,0
4,2,0
8,3,12.50
64,4,17.02
20,4,2.17
8,2,-50.00
20,5,25.67
192,6,25.66
192,4,26.21
192,13,37.23
192,16,-1.34
32,2,-28.57
8,2,0
12,2,11.11
12,2,11.11
12,2,42.85
12,2,11.11
12,2,42.85
55,2,-14.70
512,7,20.72
24,2,41.02
256,6,11.08
12,2,4.16
12,3,8.33
12,2,25.00
12,3,16.66
12,4,5.55
12,5,39.39
266,5,-.11
12,3,11.76
12,2,11.11
12,4,12.00
8,2,0
8,3,25.00
8,3,25.00
8,5,0
20,2,40.00
8,2,-50.00
5,2,0
512,7,22.40
205,7,16.41
24,2,41.02
32,3,-10.00
32,6,-45.00
100,4,9.33
32,5,19.44
32,3,4.93
32,5,-20.65
16,2,0
100,2,15.28
4,2,0
64,2,-7.61
24,2,37.83
16,2,0
128,4,-6.25
24,2,26.19
16,2,0
9,2,0
16,2,0
16,2,0
24,2,12.06
16,2,0
16,2,0
16,2,0
60,2,-79.16
128,3,14.96
16,2,0
16,2,0
64,2,-3.25
64,2,-22.85
512,6,3.59
24,2,12.06
16,2,0
16,2,0
16,2,0
16,2,0
205,5,-15.00
64,2,-3.25
128,6,16.02
32,2,-9.52
32,2,0
32,2,0
8,2,0
16,2,0
512,7,28.25
32,2,0
32,2,0
32,2,0
32,3,13.79
24,2,25.00
8,2,-50.00
300,11,24.58
55,2,-6.55
4,2,0
32,2,0
64,4,-22.09
128,8,17.04
24,2,32.35
512,7,23.10
300,13,28.94
4,2,0
8,2,0
512,7,-.40
8,2,0
256,6,18.29
64,2,0
8,2,0
512,5,4.09
128,2,-8.85
8,2,-50.00
8,2,-50.00
512,7,11.31
24,2,5.55
512,5,4.70
75,2,-18.32
512,7,6.11
512,7,11.09
205,3,16.02
205,3,2.79
24,2,16.66
32,2,0
32,2,-26.66
32,2,-27.77
32,9,17.21
32,10,18.75
32,2,-8.16
84,2,8.51
32,2,0
32,3,13.51
32,7,14.81
32,2,-8.16
32,3,9.30
32,3,15.38
32,2,-83.33
32,2,-83.33
512,7,3.26
205,2,-34.45
24,2,16.66
512,5,.10
4,2,0
512,6,20.95
278,3,5.82
276,3,5.90
276,3,5.90
512,6,9.20
32,2,0
276,3,5.90
32,2,-26.66
512,5,17.93
32,2,0
276,5,20.37
20,2,-1.85
4,2,0
276,3,5.90
32,2,0
16,2,0
16,2,0
16,2,0
16,2,0
16,2,0
16,2,0
16,2,0
16,2,0
16,2,0
16,2,0
24,2,16.66
16,2,0
16,2,0
16,2,0
36,2,26.74
16,2,0
284,3,22.83
16,2,0
16,2,0
16,2,0
205,3,-6.02
8,2,-50.00
16,2,0
266,5,17.49
64,2,-22.85
32,2,0
6,2,-28.57
500,5,35.01
16,2,0
16,2,0
16,2,0
266,4,15.22
32,2,0
32,2,-8.16
16,2,0
16,2,-33.33
16,2,0
16,2,-33.33
266,5,7.09
256,5,18.82
256,5,18.85
4,3,16.66
16,2,-33.33
16,2,0
200,7,15.67
6,3,-18.18
6,2,57.14
4,2,0
256,3,4.03
16,2,0
16,2,-33.33
10,2,22.22
4,2,0
8,2,0
8,2,-50.00
4,2,0
16,5,-16.66
32,6,-1.78
16,2,-125.00
4,3,0
64,13,18.36
16,6,10.71
8,3,-12.50
64,14,16.58
9,3,-6.66
4,2,0
8,3,-10.00
32,10,18.96
64,3,17.84
4,2,0
16,4,10.52
9,6,0
4,3,0
16,6,19.51
10,4,2.63
8,3,0
24,6,25.00
9,2,0
8,2,-50.00
32,6,19.14
32,2,0
192,19,24.92
64,11,20.80
9,2,0
4,2,0
6,2,57.14
6,3,-18.18
6,3,28.57
6,2,57.14
6,2,22.22
6,2,57.14
6,2,22.22
6,4,-15.38
6,2,57.14
6,2,57.14
6,3,-22.22
6,3,28.57
6,2,57.14
6,3,15.38
6,4,25.00
6,3,-22.22
6,3,28.57
6,3,28.57
6,2,57.14
6,2,57.14
6,3,45.00
32,3,6.32
32,3,0
32,9,15.67
4,2,0
4,3,0
4,3,0
64,11,10.40
64,6,21.84
9,3,0
64,10,23.53
64,10,23.05
64,9,17.64
64,16,12.50
64,6,28.28
24,6,-9.09
4,3,0
12,4,28.57
4,3,0
32,7,9.65
16,2,0
512,6,1.36
4,2,0
64,4,16.16
9,2,0
24,2,1.85
24,2,21.42
9,3,-7.69
8,3,-10.00
8,4,18.75
8,2,0
8,3,13.33
64,6,25.96
4,3,0
4,3,0
4,2,0
64,2,-26.66
284,4,22.48
4,2,0
4,2,0
8,2,-50.00
16,2,0
4,3,0
32,3,20.00
8,2,0
512,20,26.73
4,2,0
80,4,11.30
512,22,18.39
24,9,1.13
24,10,.96
32,6,19.10
32,5,-5.26
16,3,8.33
4,3,0
8,2,-50.00
8,2,-50.00
8,2,-50.00
32,5,12.34
16,3,-56.25
4,2,0
32,2,0
32,6,18.51
4,2,0
4,2,0
24,2,21.42
32,6,8.00
16,4,17.30
16,2,-125.00
24,2,-12.50
32,2,-83.33
32,2,-3.63
8,2,0
9,2,0
84,2,-61.11
8,5,0
24,12,17.50
24,5,-42.10
8,3,14.28
8,6,0
9,4,17.39
8,4,12.50
8,4,-8.33
8,5,0
8,2,0
24,10,3.19
16,6,12.50
8,4,-8.33
8,3,13.33
24,9,13.26
16,7,6.25
8,5,0
16,6,9.43
24,9,15.30
8,5,0
24,8,16.32
8,3,15.38
284,3,5.58
16,5,8.62
8,2,0
9,3,11.11
24,8,34.54
9,4,16.00
32,8,11.22
24,9,5.55
8,3,12.50
8,3,0
8,3,12.50
8,3,14.28
14,2,-16.66
8,2,0
16,2,-9.52
32,2,-83.33
24,3,-2.77
24,7,29.09
8,2,0
36,9,27.05
24,10,19.49
256,5,21.39
8,2,0
64,3,.55
55,4,9.82
8,2,0
8,3,14.28
8,2,0
8,3,25.00
12,6,34.28
32,2,-187.50
12,2,22.22
24,5,48.91
4,2,0
8,2,0
24,8,-10.00
192,8,1.98
32,4,11.60
16,4,11.11
8,2,0
276,4,-1.26
6,4,27.77
6,3,50.00
6,2,22.22
6,2,-28.57
6,2,22.22
6,4,40.90
6,2,-28.57
6,3,50.00
6,2,33.33
6,2,33.33
8,5,0
24,2,43.24
256,21,19.04
256,20,22.46
256,4,-25.73
16,3,-4.16
24,7,9.30
36,4,16.10
24,12,28.57
16,2,0
4,2,0
16,2,-33.33
16,2,-125.00
32,2,-27.77
8,5,9.09
4,2,0
8,2,0
8,5,15.00
4,2,0
20,3,-19.23
205,3,8.39
64,13,11.30
8,3,12.50
8,3,14.28
16,2,-9.52
4,2,0
4,3,0
8,2,0
8,2,0
36,3,-27.67
8,2,0
24,8,11.95
16,2,-125.00
8,4,0
24,5,28.37
8,3,12.50
8,4,0
32,8,13.00
64,3,3.97
8,7,7.14
4,2,0
32,8,4.87
12,3,-17.85
64,14,13.73
4,2,0
4,2,0
50,4,6.74
32,9,16.96
9,7,6.45
16,5,15.38
4,2,0
276,6,22.40
8,3,14.28
64,4,-58.82
8,4,0
16,9,12.50
512,5,26.67
24,5,-8.06
8,3,14.28
16,5,17.74
24,9,36.66
16,2,-125.00
16,2,-33.33
16,3,7.69
16,5,0
16,3,11.11
16,3,7.50
16,5,18.64
5,2,0
16,5,20.83
16,6,3.33
16,4,11.11
16,2,-33.33
16,3,-25.00
16,2,-9.52
16,2,0
16,11,8.33
50,3,45.31
200,6,38.50
32,6,10.00
32,10,7.69
8,4,11.11
9,2,0
16,6,7.69
4,3,0
4,2,0
8,4,-8.33
8,5,10.00
24,7,-29.41
8,5,9.09
8,3,-10.00
32,9,15.25
4,2,0
8,2,0
8,2,-50.00
24,6,53.15
24,11,19.40
16,2,0
4,2,0
4,2,0
16,2,-9.52
24,7,36.63
8,5,0
16,5,-4.34
16,4,0
16,9,-7.81
24,11,8.06
24,7,15.21
64,2,0
16,2,0
4,3,0
64,10,-2.04
64,10,1.19
8,3,12.50
24,6,46.53
8,5,0
4,2,0
10,4,34.09
10,4,21.42
24,11,31.57
8,4,0
200,7,-22.07
8,4,0
32,5,21.33
16,2,0
24,2,37.83
4,2,0
8,2,0
8,2,0
24,5,57.79
9,2,0
9,2,0
8,3,-10.00
9,4,9.52
24,7,45.37
16,6,19.04
8,4,0
9,4,0
24,5,57.79
24,2,5.55
24,2,5.55
24,2,51.61
144,6,26.22
205,6,4.85
8,2,0
264,6,15.46
192,6,20.18
192,4,-4.53
192,9,39.30
192,6,34.63
192,6,31.54
276,5,19.38
5,2,0
64,3,12.14
24,2,5.55
32,2,0
192,14,4.37
16,2,0
512,7,8.04
192,8,19.73
20,2,43.24
256,6,13.16
10,5,-11.90
4,2,0
32,3,11.00
32,3,-10.00
16,2,-33.33
12,2,25.00
14,3,35.41
8,2,-50.00
16,3,-8.00
64,19,14.94
8,4,0
4,2,0
24,13,4.54
8,2,0
200,7,11.96
24,2,25.00
24,3,-5.55
144,12,20.93
8,2,0
8,2,0
8,2,0
8,2,-50.00
100,18,11.73
8,2,0
16,7,12.12
300,15,27.50
16,6,20.51
64,14,5.07
24,10,2.83
8,6,8.33
4,2,0
8,2,-50.00
24,14,23.17
8,4,18.75
4,2,0
4,2,0
300,21,11.79
8,3,-10.00
32,4,-32.43
4,2,0
16,2,-33.33
16,6,18.18
20,4,18.51
16,2,-33.33
8,2,-50.00
24,2,-18.75
32,3,16.27
4,2,0
8,2,0
8,2,0
4,2,0
192,15,30.27
4,2,0
276,7,15.37
32,7,11.68
10,8,12.50
4,2,0
8,2,0
4,2,0
16,2,0
32,2,-83.33
16,8,13.51
12,2,47.05
8,2,-50.00
8,3,-12.50
8,2,-50.00
32,8,8.13
10,5,23.21
24,2,-47.22
1024,21,19.62
4,2,0
16,2,0
16,9,2.77
16,3,10.00
16,4,19.23
16,2,-125.00
12,2,47.05
8,2,0
32,2,0
12,2,42.85
8,2,-50.00
8,3,14.28
8,2,-50.00
16,2,-33.33
8,2,0
100,5,-10.60
4,2,0
12,2,12.50
276,7,12.69
5,2,0
16,3,-25.00
16,4,19.23
8,2,0
8,2,0
64,4,15.20
8,3,-12.50
16,3,8.33
16,5,6.89
16,4,2.77
16,7,11.11
16,6,-4.54
4,2,0
4,2,0
16,2,0
4,2,0
4,2,0
4,2,0
4,2,0
4,2,0
4,2,0
4,2,0
4,2,0
50,2,50.79
24,3,2.77
8,2,0
24,2,-47.22
5,3,0
5,2,0
4,3,16.66
12,2,12.50
6,5,22.72
8,2,-50.00
16,3,-56.25
32,4,16.40
32,3,2.24
32,13,2.58
16,3,20.00
8,2,-50.00
4,4,0
300,12,21.40
8,2,0
8,2,0
24,4,-10.41
8,3,-12.50
256,16,20.40
8,2,0
160,7,6.17
24,2,5.55
8,2,0
8,2,-50.00
300,18,29.10
8,7,7.14
8,2,0
9,2,0
32,11,10.83
24,8,24.74
32,2,-83.33
32,3,11.76
84,2,26.50
8,2,-50.00
64,3,-26.19
32,2,-27.77
24,2,40.00
8,2,0
8,2,0
16,9,13.63
16,9,13.63
32,2,-3.63
24,2,12.06
64,2,-71.42
64,3,-13.58
8,2,0
8,2,-50.00
8,2,0
8,2,0
4,2,0
8,2,-50.00
4,2,0
8,2,0
4,2,0
4,2,0
4,3,0
8,2,0
20,2,43.24
8,6,0
8,7,0
4,3,16.66
36,7,9.88
24,7,24.15
64,2,-125.00
205,6,11.97
24,2,5.17
32,3,19.73
32,2,-7.84
32,2,-7.84
4,2,0
8,5,0
4,3,0
10,7,19.11
32,2,-7.84
4,4,0
10,5,18.00
4,2,0
4,3,0
4,3,0
9,2,0
276,6,17.62
16,8,0
276,6,17.62
16,2,0
32,3,14.44
8,7,0
8,3,-10.00
4,2,0
8,2,0
8,5,10.00
32,3,11.00
8,4,0
4,3,0
12,2,11.11
4,2,0
4,2,0
8,2,0
8,2,0
4,2,0
4,4,0
12,2,11.11
16,2,0
16,2,0
10,2,25.00
4,4,0
16,8,5.55
16,3,7.14
32,2,-7.84
32,2,-7.84
8,2,0
16,5,0
4,2,0
4,2,0
94,2,7.37
8,2,0
128,5,4.29
4,2,0
4,4,0
16,2,-33.33
8,2,0
12,2,53.33
4,4,0
16,2,-9.52
8,2,-50.00
16,2,-9.52
12,2,22.22
256,9,12.33
84,2,-109.02
128,3,3.74
16,2,-125.00
300,9,9.57
12,2,22.22
4,2,0
16,2,0
16,2,0
8,2,0
50,2,-14.65
8,2,-50.00
16,5,16.07
10,8,17.10
16,7,-1.72
256,7,23.26
256,6,24.53
8,3,-12.50
12,4,39.28
24,4,-17.77
16,2,-33.33
4,2,0
4,2,0
4,3,0
8,2,0
8,4,0
4,2,0
8,2,0
8,2,0
8,4,0
4,2,0
8,5,10.00
8,3,25.00
64,2,0
16,2,-125.00
512,12,18.54
8,2,0
8,5,9.09
8,2,0
8,7,7.14
24,5,35.86
12,2,11.11
16,3,0
12,2,11.11
10,8,1.56
16,2,-33.33
12,2,12.50
4,3,0
4,2,0
12,2,22.22
4,2,0
16,2,0
24,2,51.61
24,2,5.17
32,3,-11.11
8,2,0
8,4,0
8,3,25.00
8,2,0
4,2,0
8,3,14.28
16,4,6.52
16,3,7.14
9,2,0
24,5,-6.89
24,3,15.38
24,4,-86.66
4,2,0
8,2,0
32,8,12.22
8,4,0
32,8,13.82
4,2,0
4,2,0
4,2,0
24,2,51.61
32,2,0
8,2,0
24,2,32.35
12,2,25.00
8,2,0
512,7,17.86
512,7,21.59
64,2,0
64,3,-32.07
64,2,0
24,2,32.35
32,2,0
300,8,24.29
205,5,8.55
32,2,-26.66
24,2,32.35
24,2,-47.22
4,2,0
16,2,0
64,13,10.96
16,2,0
10,2,4.16
256,8,11.28
256,21,5.16
8,3,15.38
4,2,0
64,3,-19.11
128,6,13.88
24,3,36.73
32,2,0
10,2,4.16
32,3,-21.42
12,2,12.50
32,3,-9.09
32,2,-28.57
16,2,-9.52
32,2,0
32,4,15.38
32,9,19.35
24,4,33.96
10,2,4.16
300,11,29.17
20,11,13.00
8,3,-10.00
8,3,-12.50
16,9,2.77
24,4,-2.00
32,6,13.51
4,2,0
24,5,6.89
24,4,41.26
8,2,0
192,20,25.00
8,3,0
32,11,15.15
32,4,20.14
8,2,0
4,2,0
4,2,0
144,6,19.00
32,3,17.02
32,5,7.81
12,3,-63.63
12,8,-12.12
12,6,3.33
12,4,51.61
12,3,0
12,6,47.50
32,8,20.68
16,7,10.71
32,4,15.53
12,2,-64.28
16,8,10.25
16,5,17.74
32,2,-7.84
32,3,-45.65
8,7,0
16,5,14.28
10,2,4.16
8,3,-10.00
8,2,-50.00
32,6,-15.30
4,2,0
8,5,0
8,7,0
10,2,4.16
8,4,0
24,12,11.11
8,2,0
8,7,0
192,8,32.85
16,3,21.87
8,3,-10.00
32,5,1.75
8,2,0
50,2,38.55
16,2,-33.33
24,4,3.44
8,2,0
48,2,-3.96
8,3,25.00
8,3,-12.50
64,10,16.33
24,3,6.52
8,7,0
8,5,0
8,4,18.18
64,11,22.50
16,3,15.90
13,2,0
16,2,0
16,8,5.26
10,4,-13.88
16,4,13.95
12,4,39.28
24,5,24.28
12,4,22.72
12,3,37.50
16,4,6.97
32,9,9.37
12,4,13.04
24,5,19.73
12,6,47.50
12,5,28.12
12,3,-15.38
12,6,-7.40
12,7,-11.53
12,3,6.25
12,9,-8.33
12,9,18.60
12,7,6.66
12,7,8.33
8,4,11.11
8,4,6.25
8,6,0
8,5,0
16,5,-13.88
16,2,-9.52
4,3,16.66
24,11,21.53
24,8,46.77
8,3,0
24,7,21.87
4,3,0
16,6,11.53
8,6,14.28
8,5,9.09
4,2,0
8,6,0
64,14,15.88
32,2,-26.66
8,5,10.00
10,6,13.46
4,2,0
8,2,0
4,2,0
8,2,0
32,2,-187.50
24,2,16.66
8,6,0
12,3,37.50
24,4,25.83
8,3,14.28
8,3,15.38
8,2,0
4,2,0
8,2,0
4,2,0
32,4,16.07
24,2,40.00
64,2,-125.00
1000,22,37.11
32,2,-26.66
8,3,14.28
8,4,0
8,3,-12.50
24,5,30.76
4,2,0
256,10,19.58
8,5,21.42
10,6,-11.90
8,3,25.00
24,7,-16.21
8,4,0
8,4,0
8,4,11.11
32,3,-45.00
32,2,-8.16
8,4,-8.33
12,5,52.63
8,3,-12.50
10,4,44.23
24,3,16.25
32,2,0
24,4,50.64
512,4,7.76
24,2,51.61
24,3,16.25
4,2,0
205,4,-4.12
24,3,24.48
10,2,4.16
160,7,23.52
144,10,28.71
36,4,33.11
64,6,12.24
24,3,9.52
32,4,25.39
32,4,12.90
32,5,-42.10
32,4,-14.47
32,5,8.82
8,2,0
32,4,14.58
48,8,19.40
128,16,15.89
24,3,17.04
8,2,0
24,3,-34.37
64,2,-58.33
8,4,11.11
256,19,20.53
12,7,0
10,2,53.33
256,19,23.44
8,2,-50.00
16,9,13.63
128,12,24.13
128,14,13.15
8,7,7.14
8,5,10.00
48,4,24.12
16,4,19.23
24,5,0
24,6,8.06
256,20,16.49
48,4,-10.50
64,6,21.75
10,7,1.66
24,5,16.17
8,2,0
8,2,0
8,2,0
24,8,24.46
24,2,-96.42
48,4,28.20
48,5,31.12
16,3,11.76
24,3,30.20
8,2,0
24,3,6.52
24,3,45.76
24,2,32.35
8,2,0
16,2,0
16,2,0
256,11,16.40
256,12,18.10
256,18,25.11
12,3,5.26
256,13,20.09
256,17,27.87
16,2,0
24,2,32.35
8,2,0
8,2,-50.00
8,2,0
4,2,0
48,2,50.79
8,2,-50.00
48,3,16.14
24,2,51.61
8,2,0
24,2,32.35
8,2,0
24,2,32.35
512,6,-14.17
8,2,0
16,2,0
32,2,-28.57
205,4,21.87
4,2,0
8,2,0
160,5,27.22
64,3,7.54
512,17,18.28
512,21,19.47
256,13,13.53
48,3,-13.46
512,16,18.72
32,2,-83.33
32,2,0
12,2,11.11
160,4,2.47
144,7,12.58
64,2,-23.80
24,2,26.19
24,2,26.19
4,2,0
8,2,0
64,3,-5.68
4,2,0
256,13,18.76
512,20,20.39
24,2,-12.50
8,2,0
8,4,20.00
8,2,0
5,5,0
8,4,11.76
512,19,23.39
24,2,-22.22
256,7,20.68
8,2,0
10,2,25.00
512,6,12.19
10,2,25.00
9,2,0
16,2,-125.00
16,2,0
160,7,20.89
64,7,-2.01
205,2,0
4,2,0
16,2,0
192,8,15.44
128,6,16.81
16,2,0
64,3,10.95
24,2,37.83
4,2,0
16,2,-9.52
16,2,0
64,3,14.28
4,2,0
300,12,24.85
4,2,0
24,2,37.83
192,8,28.39
64,3,-40.16
4,2,0
64,4,-4.28
64,4,-14.85
8,3,-12.50
256,11,17.95
256,12,16.04
16,6,21.42
4,3,0
4,2,0
8,4,11.11
16,2,0
4,2,0
24,7,18.75
24,2,-22.22
16,2,0
20,3,30.95
20,4,29.82
4,3,16.66
